instance_seg_Dice-MS lesion,instance_seg_F1-MS lesion,instance_seg_mean_dice,instance_seg_mean_f1,configuracion
32.293970790428325,32.29394531595717,3229.3970790428325,3229.3945315957167,5000epochsFLAIR101
32.293970790428325,32.29394531595717,32.293970790428325,32.29394531595717,5000epochsFLAIR101
32.293970790428325,32.29394531595717,32.293970790428325,32.29394531595717,5000epochsFLAIR101
49.860496097287566,49.86046197404592,49.860496097287566,49.86046197404592,5000epochsFLAIR101
