external_seg_dice,external_seg_f1,external_seg_precision,external_seg_recall,bbox_AP,bbox_AP50,bbox_AP75,bbox_APs,bbox_APm,bbox_APl,segm_AP,segm_AP50,segm_AP75,segm_APs,segm_APm,segm_APl,configuracion
19.740028125454145,19.740028334110725,23.58873148616159,18.994190190609856,23.58407011198027,53.26483454677493,17.285050213750566,23.812654980448904,,,19.68229569728942,50.718432104556,11.255069017671563,19.68270511898896,,,5000epochsFLAIR101
