seg_dice,seg_f1,seg_precision,seg_recall,bbox_AP,bbox_AP50,bbox_AP75,bbox_APs,bbox_APm,bbox_APl,segm_AP,segm_AP50,segm_AP75,segm_APs,segm_APm,segm_APl,configuracion
0.41320228364298084,0.4132022880106228,0.4937641251764332,0.397590252294969,23.58407011198027,53.26483454677493,17.285050213750566,23.812654980448904,,,19.68229569728942,50.718432104556,11.255069017671563,19.68270511898896,,,5000epochsFLAIR101
